A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3
0,"Automotive parts, accessories or tires",0,0,0,Building material or garden equipment and supplies,0,0,Gasoline,Clothing or clothing accessories,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,Female,55 to 64,Married or domestic partnership
0,0,0,0,0,0,"Beer, wine, or liquor",0,Gasoline,0,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,65 or older,Married or domestic partnership
0,0,0,0,0,0,0,Health or personal care items,0,Clothing or clothing accessories,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,Female,55 to 64,"Single, never married"
0,0,0,0,0,0,"Beer, wine, or liquor",0,0,Clothing or clothing accessories,Not weekly but monthly,Not daily but weekly,Not daily but weekly,Not daily but weekly,Daily,Not daily but weekly,Not daily but weekly,Male,25 to 34,Married or domestic partnership
0,0,0,0,0,0,0,Health or personal care items,0,0,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,65 or older,Widowed
0,0,0,0,0,0,"Beer, wine, or liquor",Health or personal care items,0,0,Not daily but weekly,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,Not weekly but monthly,Male,35 to 44,"Single, never married"
0,0,0,0,0,0,0,0,Gasoline,0,Not weekly but monthly,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Female,35 to 44,Married or domestic partnership
Automobile,0,0,0,Electronics or appliances,0,"Beer, wine, or liquor",0,Gasoline,Clothing or clothing accessories,Daily,Not daily but weekly,Not daily but weekly,Not daily but weekly,Daily,Daily,Daily,Female,25 to 34,Married or domestic partnership
0,0,0,0,0,0,"Beer, wine, or liquor",Health or personal care items,Gasoline,Clothing or clothing accessories,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Female,65 or older,Married or domestic partnership
0,0,0,0,0,0,"Beer, wine, or liquor",Health or personal care items,0,Clothing or clothing accessories,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,45 to 54,Married or domestic partnership
0,"Automotive parts, accessories or tires",0,Furniture or home furnishings,0,Building material or garden equipment and supplies,0,0,Gasoline,Clothing or clothing accessories,Not weekly but monthly,Not weekly but monthly,Not weekly but monthly,Not weekly but monthly,Not weekly but monthly,Not weekly but monthly,Not weekly but monthly,Female,45 to 54,Married or domestic partnership
0,0,0,0,0,0,0,0,Gasoline,0,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,65 or older,Divorced
0,0,Other motor vehicles or their parts and accessories,0,0,0,0,Health or personal care items,Gasoline,0,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,Male,55 to 64,Divorced
0,0,0,0,0,0,"Beer, wine, or liquor",Health or personal care items,0,Clothing or clothing accessories,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Female,35 to 44,Married or domestic partnership
0,0,0,0,0,Building material or garden equipment and supplies,0,Health or personal care items,0,Clothing or clothing accessories,Not daily but weekly,Not daily but weekly,Not daily but weekly,Not daily but weekly,Not daily but weekly,Not daily but weekly,Not daily but weekly,Male,25 to 34,Married or domestic partnership
0,0,0,0,0,0,0,0,0,Clothing or clothing accessories,Daily,Daily,Not daily but weekly,Daily,Daily,Daily,Daily,Female,25 to 34,"Single, never married"
0,0,0,0,0,0,"Beer, wine, or liquor",0,Gasoline,0,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,65 or older,Married or domestic partnership
0,0,0,Furniture or home furnishings,0,Building material or garden equipment and supplies,"Beer, wine, or liquor",Health or personal care items,0,Clothing or clothing accessories,Not daily but weekly,Daily,Daily,Not weekly but monthly,Daily,Not daily but weekly,Not daily but weekly,Male,25 to 34,Married or domestic partnership
0,0,0,0,Electronics or appliances,0,"Beer, wine, or liquor",0,0,0,Not daily but weekly,Not weekly but monthly,Not daily but weekly,Not daily but weekly,Not weekly but monthly,Not daily but weekly,Not daily but weekly,Female,25 to 34,Married or domestic partnership
Automobile,"Automotive parts, accessories or tires",0,Furniture or home furnishings,0,0,"Beer, wine, or liquor",Health or personal care items,Gasoline,Clothing or clothing accessories,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Male,35 to 44,Married or domestic partnership
0,0,0,0,0,0,0,Health or personal care items,0,Clothing or clothing accessories,Not weekly but monthly,Not weekly but monthly,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not daily but weekly,Female,35 to 44,Married or domestic partnership
Automobile,"Automotive parts, accessories or tires",0,0,0,Building material or garden equipment and supplies,"Beer, wine, or liquor",Health or personal care items,Gasoline,Clothing or clothing accessories,Not daily but weekly,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,Not daily but weekly,Female,65 or older,Married or domestic partnership
0,0,0,0,0,0,0,Health or personal care items,Gasoline,0,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,Male,65 or older,Widowed
0,0,0,0,0,0,0,0,Gasoline,0,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,55 to 64,Divorced
0,0,0,0,0,0,0,0,0,Clothing or clothing accessories,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,65 or older,"Single, never married"
0,"Automotive parts, accessories or tires",0,Furniture or home furnishings,Electronics or appliances,0,0,Health or personal care items,0,Clothing or clothing accessories,Not daily but weekly,Not weekly but monthly,Daily,Not daily but weekly,Not daily but weekly,Not weekly but monthly,Not daily but weekly,Male,35 to 44,Married or domestic partnership
0,0,0,0,0,0,0,Health or personal care items,Gasoline,0,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Female,65 or older,Widowed
0,"Automotive parts, accessories or tires",0,0,0,0,0,Health or personal care items,0,Clothing or clothing accessories,I have not done this in the last 30 days.,Daily,I have not done this in the last 30 days.,Not weekly but monthly,Daily,Not daily but weekly,I have not done this in the last 30 days.,Female,18 to 24,"Single, never married"
0,0,0,Furniture or home furnishings,0,0,0,Health or personal care items,0,Clothing or clothing accessories,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,I have not done this in the last 30 days.,Not weekly but monthly,Female,65 or older,Married or domestic partnership
0,0,0,0,0,0,0,0,Gasoline,0,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Male,55 to 64,"Single, never married"
0,0,0,0,Electronics or appliances,0,"Beer, wine, or liquor",Health or personal care items,Gasoline,0,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not daily but weekly,I have not done this in the last 30 days.,Not weekly but monthly,Male,45 to 54,Married or domestic partnership
0,"Automotive parts, accessories or tires",0,0,0,0,0,Health or personal care items,Gasoline,Clothing or clothing accessories,Not daily but weekly,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,I have not done this in the last 30 days.,Not weekly but monthly,Male,65 or older,Married or domestic partnership
